매출일자,품명,수량
20041015,점심식사,56.60649819
20041015,저녁식사,22.52707581
20041016,아침식사,41.08303249
20041016,점심식사,28.0866426
20041016,저녁식사,22.02166065
20041017,아침식사,40.64981949
20041017,점심식사,25.41516245
20041017,저녁식사,22.38267148
20041018,아침식사,47.07581227
20041018,점심식사,61.44404332
20041018,저녁식사,30.25270758
20041019,아침식사,47.58122744
20041019,점심식사,58.33935018
20041019,저녁식사,27.6534296
20041020,아침식사,49.24187726
20041020,점심식사,58.19494585
20041020,저녁식사,23.68231047
20041021,아침식사,45.19855596
20041021,점심식사,60.72202166
20041021,저녁식사,25.05415162
20041022,아침식사,48.0866426
20041022,점심식사,58.91696751
20041022,저녁식사,22.23826715
20041023,아침식사,43.46570397
20041023,점심식사,28.59205776
20041023,저녁식사,21.87725632
20041024,아침식사,41.87725632
20041024,점심식사,27.4368231
20041024,저녁식사,19.71119134
20041025,아침식사,45.63176895
20041025,점심식사,70.83032491
20041025,저녁식사,30.97472924
20041026,아침식사,46.93140794
20041026,점심식사,66.64259928
20041026,저녁식사,28.37545126
20041027,아침식사,46.49819495
20041027,점심식사,67.36462094
20041027,저녁식사,26.28158845
20041028,아침식사,47.29241877
20041028,점심식사,58.48375451
20041028,저녁식사,27.50902527
20041029,아침식사,46.06498195
20041029,점심식사,57.61732852
20041029,저녁식사,21.01083032
20041030,아침식사,41.87725632
20041030,점심식사,34.58483755
20041030,저녁식사,24.4765343
20041031,아침식사,42.81588448
20041031,점심식사,34.15162455
20041031,저녁식사,23.46570397
20041101,아침식사,45.70397112
20041101,점심식사,68.44765343
20041101,저녁식사,26.28158845
20041102,아침식사,48.44765343
20041102,점심식사,61.73285199
20041102,저녁식사,27.72563177
20041103,아침식사,50.03610108
20041103,점심식사,64.40433213
20041103,저녁식사,24.40433213
20041104,아침식사,48.5198556
20041104,점심식사,58.62815884
20041104,저녁식사,25.99277978
20041105,아침식사,47.22021661
20041105,점심식사,57.40072202
20041105,저녁식사,22.74368231
20041106,아침식사,43.24909747
20041106,점심식사,27.8700361
20041106,저녁식사,20.28880866
20041107,아침식사,38.41155235
20041107,점심식사,28.66425993
20041107,저녁식사,22.31046931
20041108,아침식사,44.98194946
20041108,점심식사,62.02166065
20041108,저녁식사,29.31407942
20041109,아침식사,47.14801444
20041109,점심식사,57.47292419
20041109,저녁식사,23.97111913
20041110,아침식사,48.66425993
20041110,점심식사,64.2599278
20041110,저녁식사,27.4368231
20041111,아침식사,44.90974729
20041111,점심식사,63.17689531
20041111,저녁식사,28.3032491
20041112,아침식사,48.23104693
20041112,점심식사,58.19494585
20041112,저녁식사,23.03249097
20041113,아침식사,42.09386282
20041113,점심식사,32.20216606
20041113,저녁식사,19.20577617
20041114,아침식사,40
20041114,점심식사,25.99277978
20041114,저녁식사,20.50541516
20041115,아침식사,44.4765343
20041115,점심식사,63.10469314
20041115,저녁식사,29.38628159
20041116,아침식사,44.98194946
20041116,점심식사,52.3465704
20041116,저녁식사,23.8267148
20041117,아침식사,44.98194946
20041117,점심식사,60.86642599
20041117,저녁식사,25.41516245
20041118,아침식사,44.83754513
20041118,점심식사,59.63898917
20041118,저녁식사,25.48736462
20041119,아침식사,43.17689531
20041119,점심식사,56.75090253
20041119,저녁식사,19.63898917
20041120,아침식사,37.03971119
20041120,점심식사,30.10830325
20041120,저녁식사,16.67870036
20041121,아침식사,37.68953069
20041121,점심식사,25.55956679
20041121,저녁식사,21.80505415
20041122,아침식사,45.55956679
20041122,점심식사,60.28880866
20041122,저녁식사,27.58122744
20041123,아침식사,47.50902527
20041123,점심식사,59.92779783
20041123,저녁식사,22.88808664
20041124,아침식사,49.31407942
20041124,점심식사,58.48375451
20041124,저녁식사,24.69314079
20041125,아침식사,49.16967509
20041125,점심식사,59.13357401
20041125,저녁식사,23.17689531
20041126,아침식사,46.85920578
20041126,점심식사,52.77978339
20041126,저녁식사,19.27797834
20041127,아침식사,39.92779783
20041127,점심식사,29.53068592
20041127,저녁식사,18.12274368
20041128,아침식사,36.31768953
20041128,점심식사,34.07942238
20041128,저녁식사,21.58844765
20041129,아침식사,44.18772563
20041129,점심식사,69.45848375
20041129,저녁식사,27.6534296
20041130,아침식사,46.85920578
20041130,점심식사,66.28158845
20041130,저녁식사,23.97111913
20041201,아침식사,48.88086643
20041201,점심식사,53.21299639
20041201,저녁식사,23.8267148
20041202,아침식사,47.94223827
20041202,점심식사,52.63537906
20041202,저녁식사,21.87725632
20041203,아침식사,46.20938628
20041203,점심식사,51.62454874
20041203,저녁식사,18.62815884
20041204,아침식사,39.20577617
20041204,점심식사,25.84837545
20041204,저녁식사,15.81227437
20041205,아침식사,37.32851986
20041205,점심식사,28.66425993
20041205,저녁식사,23.68231047
20041206,아침식사,41.73285199
20041206,점심식사,57.11191336
20041206,저녁식사,27.8700361
20041207,아침식사,42.59927798
20041207,점심식사,52.20216606
20041207,저녁식사,23.75451264
20041208,아침식사,44.40433213
20041208,점심식사,54.44043321
20041208,저녁식사,28.88086643
20041209,아침식사,44.54873646
20041209,점심식사,53.79061372
20041209,저녁식사,19.13357401
20041210,아침식사,41.94945848
20041210,점심식사,51.04693141
20041210,저녁식사,16.75090253
20041211,아침식사,38.62815884
20041211,점심식사,25.27075812
20041211,저녁식사,14.36823105
20041212,아침식사,35.01805054
20041212,점심식사,22.16606498
20041212,저녁식사,16.53429603
20041213,아침식사,45.19855596
20041213,점심식사,54.51263538
20041213,저녁식사,22.02166065
20041214,아침식사,44.98194946
20041214,점심식사,51.4801444
20041214,저녁식사,21.66064982
20041215,아침식사,41.73285199
20041215,점심식사,47.58122744
20041215,저녁식사,22.31046931
20041216,아침식사,42.59927798
20041216,점심식사,50.54151625
20041216,저녁식사,21.51624549
20041217,아침식사,42.23826715
20041217,점심식사,48.44765343
20041217,저녁식사,17.40072202
20041218,아침식사,37.54512635
20041218,점심식사,25.84837545
20041218,저녁식사,17.03971119
20041219,아침식사,34.22382671
20041219,점심식사,24.2599278
20041219,저녁식사,19.63898917
20041220,아침식사,42.38267148
20041220,점심식사,56.46209386
20041220,저녁식사,22.74368231
20041221,아침식사,44.4765343
20041221,점심식사,46.78700361
20041221,저녁식사,16.60649819
20041222,아침식사,44.83754513
20041222,점심식사,50.97472924
20041222,저녁식사,19.13357401
20041223,아침식사,44.76534296
20041223,점심식사,50.03610108
20041223,저녁식사,17.76173285
20041224,아침식사,41.37184116
20041224,점심식사,44.33212996
20041224,저녁식사,13.93501805
20041225,아침식사,35.66787004
20041225,점심식사,19.566787
20041225,저녁식사,11.98555957
20041226,아침식사,35.01805054
20041226,점심식사,21.22743682
20041226,저녁식사,16.89530686
20041227,아침식사,38.33935018
20041227,점심식사,47.4368231
20041227,저녁식사,17.54512635
20041228,아침식사,42.02166065
20041228,점심식사,39.63898917
20041228,저녁식사,18.91696751
20041229,아침식사,41.44404332
20041229,점심식사,45.27075812
20041229,저녁식사,17.90613718
20041230,아침식사,38.77256318
20041230,점심식사,40.72202166
20041230,저녁식사,15.59566787
20041231,아침식사,41.15523466
20041231,점심식사,29.09747292
20041231,저녁식사,12.63537906
20050101,아침식사,35.09025271
20050101,점심식사,16.46209386
20050101,저녁식사,11.55234657
20050102,아침식사,35.16245487
20050102,점심식사,17.40072202
20050102,저녁식사,15.23465704
20050103,아침식사,44.11552347
20050103,점심식사,36.31768953
20050103,저녁식사,23.6101083
20050104,아침식사,45.41516245
20050104,점심식사,43.8267148
20050104,저녁식사,22.16606498
20050105,아침식사,43.6101083
20050105,점심식사,43.32129964
20050105,저녁식사,24.11552347
20050106,아침식사,43.32129964
20050106,점심식사,36.96750903
20050106,저녁식사,18.55595668
20050107,아침식사,42.45487365
20050107,점심식사,28.88086643
20050107,저녁식사,17.47292419
20050108,아침식사,38.19494585
20050108,점심식사,23.46570397
20050108,저녁식사,13.21299639
20050109,아침식사,31.40794224
20050109,점심식사,22.09386282
20050109,저녁식사,17.68953069
20050110,아침식사,43.53790614
20050110,점심식사,45.84837545
20050110,저녁식사,24.54873646
20050110,점심식사2(양식),10.83032491
20050111,아침식사,44.83754513
20050111,점심식사,40.36101083
20050111,저녁식사,26.35379061
20050111,점심식사2(양식),10.83032491
20050112,아침식사,47.29241877
20050112,점심식사,35.81227437
20050112,저녁식사,26.49819495
20050112,점심식사2(양식),6.353790614
20050113,아침식사,42.81588448
20050113,점심식사,38.62815884
20050113,저녁식사,23.32129964
20050113,점심식사2(양식),10.83032491
20050114,아침식사,42.02166065
20050114,점심식사,38.26714801
20050114,저녁식사,21.08303249
20050114,점심식사2(양식),10.83032491
20050115,아침식사,37.54512635
20050115,점심식사,24.98194946
20050115,저녁식사,13.06859206
20050116,아침식사,24.69314079
20050116,점심식사,8.158844765
20050116,저녁식사,13.57400722
20050117,아침식사,16.67870036
20050117,점심식사,48.59205776
20050117,저녁식사,23.24909747
20050118,아침식사,30.83032491
20050118,점심식사,38.84476534
20050118,저녁식사,22.52707581
20050118,점심식사2(양식),11.55234657
20050119,아침식사,41.01083032
20050119,점심식사,41.22743682
20050119,저녁식사,23.32129964
20050119,점심식사2(양식),10.83032491
20050120,아침식사,43.8267148
20050120,점심식사,42.02166065
20050120,저녁식사,20.28880866
20050120,점심식사2(양식),10.83032491
20050121,아침식사,43.17689531
20050121,점심식사,36.82310469
20050121,저녁식사,15.09025271
20050121,점심식사2(양식),10.83032491
20050122,아침식사,34.22382671
20050122,점심식사,24.18772563
20050122,저녁식사,13.79061372
20050123,아침식사,31.19133574
20050123,점심식사,18.33935018
20050123,저녁식사,14.80144404
20050124,아침식사,42.52707581
20050124,점심식사,47.6534296
20050124,저녁식사,25.55956679
20050124,점심식사2(양식),10.83032491
20050125,아침식사,43.24909747
20050125,점심식사,39.35018051
20050125,저녁식사,23.24909747
20050125,점심식사2(양식),22.38267148
20050126,아침식사,42.23826715
20050126,점심식사,42.67148014
20050126,저녁식사,25.77617329
20050126,점심식사2(양식),10.83032491
20050127,아침식사,40.79422383
20050127,점심식사,41.51624549
20050127,저녁식사,24.33212996
20050127,점심식사2(양식),12.63537906
20050128,아침식사,42.23826715
20050128,점심식사,39.06137184
20050128,저녁식사,18.12274368
20050128,점심식사2(양식),10.83032491
20050129,아침식사,33.71841155
20050129,점심식사,28.3032491
20050129,저녁식사,14.65703971
20050130,아침식사,32.20216606
20050130,점심식사,20.72202166
20050130,저녁식사,16.3898917
20050131,아침식사,43.75451264
20050131,점심식사,44.18772563
20050131,저녁식사,25.27075812
20050131,점심식사2(양식),10.83032491
20050201,아침식사,36.75090253
20050201,점심식사,38.33935018
20050201,저녁식사,20
20050201,점심식사2(양식),8.664259928
20050202,아침식사,41.01083032
20050202,점심식사,42.59927798
20050202,저녁식사,18.33935018
20050202,점심식사2(양식),10.83032491
20050203,아침식사,42.74368231
20050203,점심식사,36.82310469
20050203,저녁식사,24.4765343
20050203,점심식사2(양식),12.27436823
20050204,아침식사,42.88808664
20050204,점심식사,33.93501805
20050204,저녁식사,22.74368231
20050204,점심식사2(양식),9.386281588
20050205,아침식사,34.36823105
20050205,점심식사,28.0866426
20050205,저녁식사,18.98916968
20050206,아침식사,30.90252708
20050206,점심식사,19.85559567
20050206,저녁식사,16.10108303
20050207,아침식사,36.1732852
20050207,점심식사,36.96750903
20050207,저녁식사,20.50541516
20050208,아침식사,30.32490975
20050208,점심식사,15.9566787
20050208,저녁식사,11.19133574
20050209,아침식사,47.4368231
20050209,점심식사,33.57400722
20050209,저녁식사,10.03610108
20050210,아침식사,32.77978339
20050210,점심식사,15.01805054
20050210,저녁식사,10.90252708
20050211,아침식사,32.92418773
20050211,점심식사,25.55956679
20050211,저녁식사,12.27436823
20050212,아침식사,32.92418773
20050212,점심식사,24.18772563
20050212,저녁식사,13.71841155
20050213,아침식사,32.77978339
20050213,점심식사,20.14440433
20050213,저녁식사,16.31768953
20050214,아침식사,41.73285199
20050214,점심식사,48.44765343
20050214,저녁식사,25.12635379
20050214,점심식사2(양식),10.83032491
20050215,아침식사,41.22743682
20050215,점심식사,38.41155235
20050215,저녁식사,20.72202166
20050215,점심식사2(양식),10.83032491
20050216,아침식사,41.80505415
20050216,점심식사,36.31768953
20050216,저녁식사,22.96028881
20050216,점심식사2(양식),9.386281588
20050217,아침식사,39.71119134
20050217,점심식사,37.11191336
20050217,저녁식사,20.2166065
20050217,점심식사2(양식),8.664259928
20050218,아침식사,39.63898917
20050218,점심식사,33.93501805
20050218,저녁식사,17.68953069
20050218,점심식사2(양식),9.386281588
20050219,아침식사,37.61732852
20050219,점심식사,22.45487365
20050219,저녁식사,17.61732852
20050220,아침식사,36.67870036
20050220,점심식사,18.84476534
20050220,저녁식사,19.20577617
20050221,아침식사,42.81588448
20050221,점심식사,47.8700361
20050221,저녁식사,21.87725632
20050221,점심식사2(양식),10.83032491
20050222,아침식사,42.31046931
20050222,점심식사,37.83393502
20050222,저녁식사,20.64981949
20050222,점심식사2(양식),10.83032491
20050223,아침식사,40.79422383
20050223,점심식사,41.22743682
20050223,저녁식사,19.92779783
20050223,점심식사2(양식),10.83032491
20050224,아침식사,40
20050224,점심식사,34.22382671
20050224,저녁식사,21.73285199
20050224,점심식사2(양식),10.83032491
20050225,아침식사,73.21299639
20050225,점심식사,33.28519856
20050225,저녁식사,21.58844765
20050225,점심식사2(양식),10.83032491
20050226,아침식사,33.06859206
20050226,점심식사,23.89891697
20050226,저녁식사,13.50180505
20050227,아침식사,28.88086643
20050227,점심식사,21.15523466
20050227,저녁식사,14.65703971
20050228,아침식사,41.80505415
20050228,점심식사,38.62815884
20050228,저녁식사,22.52707581
20050228,점심식사2(양식),10.10830325
20050301,아침식사,38.48375451
20050301,점심식사,25.41516245
20050301,저녁식사,17.40072202
20050302,아침식사,42.59927798
20050302,점심식사,39.7833935
20050302,저녁식사,22.59927798
20050302,점심식사2(양식),10.83032491
20050303,아침식사,43.46570397
20050303,점심식사,39.35018051
20050303,저녁식사,19.27797834
20050303,점심식사2(양식),10.83032491
20050304,아침식사,44.76534296
20050304,점심식사,39.71119134
20050304,저녁식사,17.97833935
20050304,점심식사2(양식),10.83032491
20050305,아침식사,28.95306859
20050305,점심식사,19.49458484
20050305,저녁식사,14.00722022
20050306,아침식사,12.05776173
20050306,점심식사,20.2166065
20050306,저녁식사,19.7833935
20050307,아침식사,37.03971119
20050307,점심식사,42.38267148
20050307,저녁식사,22.81588448
20050307,점심식사2(양식),10.83032491
20050308,아침식사,38.98916968
20050308,점심식사,40.433213
20050308,저녁식사,18.33935018
20050308,점심식사2(양식),10.83032491
20050309,아침식사,41.80505415
20050309,점심식사,45.12635379
20050309,저녁식사,21.51624549
20050309,점심식사2(양식),10.83032491
20050310,아침식사,40
20050310,점심식사,40.36101083
20050310,저녁식사,21.37184116
20050310,점심식사2(양식),10.83032491
20050311,아침식사,41.22743682
20050311,점심식사,33.86281588
20050311,저녁식사,17.11191336
20050311,점심식사2(양식),10.10830325
20050312,아침식사,35.59566787
20050312,점심식사,26.64259928
20050312,저녁식사,13.57400722
20050313,아침식사,34.07942238
20050313,점심식사,20.72202166
20050313,저녁식사,19.71119134
20050314,아침식사,43.24909747
20050314,점심식사,44.40433213
20050314,저녁식사,21.22743682
20050314,점심식사2(양식),12.27436823
20050315,아침식사,43.97111913
20050315,점심식사,41.87725632
20050315,저녁식사,18.70036101
20050315,점심식사2(양식),9.386281588
20050316,아침식사,41.80505415
20050316,점심식사,44.76534296
20050316,점심식사1,5.054151625
20050316,저녁식사,21.73285199
20050316,점심식사2(양식),10.83032491
20050317,아침식사,36.60649819
20050317,점심식사,40.14440433
20050317,점심식사1,6.714801444
20050317,저녁식사,21.01083032
20050317,점심식사2(양식),9.386281588
20050318,아침식사,39.27797834
20050318,점심식사,42.45487365
20050318,점심식사1,0
20050318,저녁식사,19.35018051
20050318,점심식사2(양식),23.8267148
20050319,아침식사,34.22382671
20050319,점심식사,23.24909747
20050319,저녁식사,12.85198556
20050320,아침식사,31.98555957
20050320,점심식사,25.70397112
20050320,저녁식사,21.58844765
20050321,아침식사,40.57761733
20050321,점심식사,49.53068592
20050321,점심식사1,4.548736462
20050321,저녁식사,20
20050321,점심식사2(양식),10.83032491
20050322,아침식사,37.90613718
20050322,점심식사,33.35740072
20050322,점심식사1,5.054151625
20050322,저녁식사,18.77256318
20050322,점심식사2(양식),10.83032491
20050323,아침식사,40.28880866
20050323,점심식사,38.55595668
20050323,저녁식사,19.27797834
20050323,점심식사2(양식),10.10830325
20050324,아침식사,41.44404332
20050324,점심식사,42.67148014
20050324,저녁식사,19.06137184
20050324,점심식사2(양식),10.83032491
20050325,아침식사,39.566787
20050325,점심식사,33.93501805
20050325,점심식사1,7.870036101
20050325,저녁식사,16.67870036
20050325,점심식사2(양식),10.10830325
20050326,아침식사,32.05776173
20050326,점심식사,20
20050326,점심식사1,12.3465704
20050326,저녁식사,13.57400722
20050327,아침식사,31.55234657
20050327,점심식사,20.64981949
20050327,저녁식사,18.77256318
20050328,아침식사,40.28880866
20050328,점심식사,41.87725632
20050328,점심식사1,6.064981949
20050328,저녁식사,19.92779783
20050328,점심식사2(양식),12.99638989
20050329,아침식사,37.97833935
20050329,점심식사,36.53429603
20050329,점심식사1,2.310469314
20050329,저녁식사,22.67148014
20050329,점심식사2(양식),9.386281588
20050330,아침식사,40.14440433
20050330,점심식사,34.00722022
20050330,점심식사1,3.610108303
20050330,저녁식사,20.433213
20050330,점심식사2(양식),12.27436823
20050331,아침식사,40.79422383
20050331,점심식사,35.81227437
20050331,저녁식사,14.80144404
20050331,점심식사2(양식),9.386281588
20050401,아침식사,36.60649819
20050401,점심식사,20.07220217
20050401,점심식사1,3.249097473
20050401,저녁식사,14.22382671
20050402,아침식사,34.65703971
20050402,점심식사,19.35018051
20050402,저녁식사,11.55234657
20050403,아침식사,34.07942238
20050403,점심식사,17.40072202
20050403,저녁식사,16.1732852
20050404,아침식사,42.74368231
20050404,점심식사,39.42238267
20050404,저녁식사,19.92779783
20050404,점심식사2(양식),10.83032491
20050405,아침식사,33.35740072
20050405,점심식사,17.83393502
20050405,저녁식사,14.44043321
20050406,아침식사,35.9566787
20050406,점심식사,36.60649819
20050406,저녁식사,18.98916968
20050406,점심식사2(양식),10.83032491
20050407,아침식사,35.37906137
20050407,점심식사,30.39711191
20050407,점심식사1,6.498194946
20050407,저녁식사,18.98916968
20050407,점심식사2(양식),10.83032491
20050408,아침식사,41.22743682
20050408,점심식사,35.9566787
20050408,저녁식사,16.67870036
20050408,점심식사2(양식),9.386281588
20050409,아침식사,33.79061372
20050409,점심식사,22.09386282
20050409,저녁식사,13.71841155
20050410,아침식사,33.14079422
20050410,점심식사,19.566787
20050410,점심식사1,4.981949458
20050410,저녁식사,18.12274368
20050411,아침식사,44.0433213
20050411,점심식사,43.39350181
20050411,저녁식사,20.28880866
20050411,점심식사2(양식),12.99638989
20050412,아침식사,45.55956679
20050412,점심식사,44.33212996
20050412,점심식사1,2.166064982
20050412,저녁식사,19.71119134
20050412,점심식사2(양식),12.99638989
20050413,아침식사,47.14801444
20050413,점심식사,38.84476534
20050413,점심식사1,2.166064982
20050413,저녁식사,19.85559567
20050413,점심식사2(양식),11.55234657
20050414,아침식사,43.89891697
20050414,점심식사,39.13357401
20050414,저녁식사,18.98916968
20050414,점심식사2(양식),12.27436823
20050415,아침식사,43.39350181
20050415,점심식사,34.07942238
20050415,점심식사1,2.74368231
20050415,저녁식사,16.82310469
20050415,점심식사2(양식),12.27436823
20050416,아침식사,32.1299639
20050416,점심식사,27.29241877
20050416,저녁식사,13.93501805
20050417,아침식사,30.46931408
20050417,점심식사,24.76534296
20050417,저녁식사,14.58483755
20050417,저녁식사1,3.249097473
20050418,아침식사,38.62815884
20050418,점심식사,53.57400722
20050418,저녁식사,22.31046931
20050418,점심식사2(양식),11.55234657
20050419,아침식사,40.79422383
20050419,점심식사,44.0433213
20050419,저녁식사,26.42599278
20050419,점심식사2(양식),17.32851986
20050420,아침식사,42.31046931
20050420,점심식사,49.53068592
20050420,저녁식사,22.67148014
20050420,점심식사2(양식),8.664259928
20050421,아침식사,43.97111913
20050421,점심식사,51.9133574
20050421,저녁식사,24.98194946
20050421,점심식사2(양식),11.55234657
20050422,아침식사,43.03249097
20050422,점심식사,44.76534296
20050422,저녁식사,19.49458484
20050422,점심식사2(양식),15.66787004
20050423,아침식사,44.90974729
20050423,점심식사,29.09747292
20050423,저녁식사,18.62815884
20050424,아침식사,35.81227437
20050424,점심식사,22.88808664
20050424,저녁식사,19.63898917
20050425,아침식사,38.48375451
20050425,점심식사,51.84115523
20050425,저녁식사,20.86642599
20050425,점심식사2(양식),15.88447653
20050426,아침식사,39.20577617
20050426,점심식사,46.42599278
20050426,저녁식사,21.80505415
20050426,점심식사2(양식),14.44043321
20050427,아침식사,40.50541516
20050427,점심식사,41.87725632
20050427,저녁식사,32.85198556
20050427,점심식사2(양식),10.83032491
20050428,아침식사,38.70036101
20050428,점심식사,46.13718412
20050428,저녁식사,19.63898917
20050428,점심식사2(양식),11.33574007
20050429,아침식사,40.2166065
20050429,점심식사,44.2599278
20050429,저녁식사,18.12274368
20050429,점심식사2(양식),10.83032491
20050430,아침식사,35.09025271
20050430,점심식사,35.66787004
20050430,저녁식사,15.81227437
20050501,아침식사,54.15162455
20050501,점심식사,34.58483755
20050501,저녁식사,21.37184116
20050502,아침식사,41.80505415
20050502,점심식사,38.84476534
20050502,저녁식사,26.13718412
20050502,점심식사2(양식),12.85198556
20050503,아침식사,45.34296029
20050503,점심식사,39.71119134
20050503,저녁식사,24.83754513
20050503,점심식사2(양식),14.44043321
20050504,아침식사,45.34296029
20050504,점심식사,53.86281588
20050504,저녁식사,20.2166065
20050504,점심식사2(양식),14.44043321
20050505,아침식사,33.14079422
20050505,점심식사,38.91696751
20050505,저녁식사,27.14801444
20050506,아침식사,38.12274368
20050506,점심식사,42.67148014
20050506,저녁식사,19.566787
20050506,점심식사2(양식),10.83032491
20050507,아침식사,34.58483755
20050507,점심식사,24.90974729
20050507,저녁식사,15.59566787
20050508,아침식사,28.80866426
20050508,점심식사,19.7833935
20050508,저녁식사,19.566787
20050509,아침식사,39.63898917
20050509,점심식사,43.6101083
20050509,저녁식사,24.62093863
20050509,점심식사2(양식),12.27436823
20050510,아침식사,44.76534296
20050510,점심식사,56.3898917
20050510,저녁식사,21.08303249
20050510,점심식사2(양식),12.99638989
20050511,아침식사,43.39350181
20050511,점심식사,38.41155235
20050511,저녁식사,22.96028881
20050511,점심식사2(양식),11.55234657
20050512,아침식사,44.2599278
20050512,점심식사,48.59205776
20050512,저녁식사,18.91696751
20050512,점심식사2(양식),12.99638989
20050513,아침식사,42.45487365
20050513,점심식사,37.54512635
20050513,저녁식사,18.62815884
20050513,점심식사2(양식),10.83032491
20050514,아침식사,36.02888087
20050514,점심식사,27.72563177
20050514,저녁식사,14.51263538
20050515,아침식사,34.15162455
20050515,점심식사,24.33212996
20050515,저녁식사,14.44043321
20050516,아침식사,40.50541516
20050516,점심식사,45.19855596
20050516,저녁식사,23.17689531
20050516,점심식사2(양식),12.99638989
20050517,아침식사,41.22743682
20050517,점심식사,51.33574007
20050517,저녁식사,19.27797834
20050517,점심식사2(양식),12.27436823
20050518,아침식사,36.60649819
20050518,점심식사,55.59566787
20050518,저녁식사,19.63898917
20050518,점심식사2(양식),16.60649819
20050519,아침식사,38.91696751
20050519,점심식사,36.46209386
20050519,점심식사1,8.664259928
20050519,저녁식사,21.94945848
20050519,점심식사2(양식),11.55234657
20050520,아침식사,42.59927798
20050520,점심식사,38.19494585
20050520,저녁식사,15.45126354
20050520,점심식사2(양식),12.27436823
20050521,아침식사,37.11191336
20050521,점심식사,21.73285199
20050521,저녁식사,15.59566787
20050522,아침식사,35.30685921
20050522,점심식사,20.86642599
20050522,저녁식사,17.83393502
20050523,아침식사,41.58844765
20050523,점심식사,45.05415162
20050523,저녁식사,22.52707581
20050523,점심식사2(양식),13.71841155
20050524,아침식사,43.24909747
20050524,점심식사,40.79422383
20050524,저녁식사,20.93862816
20050524,점심식사2(양식),12.27436823
20050525,아침식사,43.68231047
20050525,점심식사,42.38267148
20050525,저녁식사,24.83754513
20050525,점심식사2(양식),14.44043321
20050526,아침식사,43.46570397
20050526,점심식사,45.12635379
20050526,점심식사1,8.664259928
20050526,저녁식사,22.59927798
20050526,점심식사2(양식),12.27436823
20050527,아침식사,46.35379061
20050527,점심식사,36.89530686
20050527,점심식사1,3.176895307
20050527,저녁식사,14.36823105
20050527,점심식사2(양식),12.27436823
20050528,아침식사,36.53429603
20050528,점심식사,28.44765343
20050528,저녁식사,18.05054152
20050529,아침식사,32.92418773
20050529,점심식사,23.46570397
20050529,점심식사1,5.054151625
20050529,저녁식사,19.92779783
20050530,아침식사,43.68231047
20050530,점심식사,37.40072202
20050530,저녁식사,25.77617329
20050530,점심식사2(양식),12.27436823
20050531,아침식사,44.76534296
20050531,점심식사,37.25631769
20050531,저녁식사,19.63898917
20050531,점심식사2(양식),10.83032491
20050601,아침식사,40.86642599
20050601,점심식사,43.24909747
20050601,저녁식사,20
20050601,점심식사2(양식),9.386281588
20050602,아침식사,40.79422383
20050602,점심식사,42.16606498
20050602,저녁식사,19.7833935
20050602,점심식사2(양식),12.27436823
20050603,아침식사,38.77256318
20050603,점심식사,41.01083032
20050603,저녁식사,16.67870036
20050603,점심식사2(양식),12.27436823
20050604,아침식사,35.23465704
20050604,점심식사,26.35379061
20050604,저녁식사,12.5631769
20050605,아침식사,31.33574007
20050605,점심식사,19.35018051
20050605,저녁식사,16.46209386
20050606,아침식사,35.59566787
20050606,점심식사,32.1299639
20050606,저녁식사,18.70036101
20050607,아침식사,43.17689531
20050607,점심식사,47.79783394
20050607,저녁식사,26.28158845
20050607,점심식사2(양식),10.83032491
20050608,아침식사,45.19855596
20050608,점심식사,43.46570397
20050608,점심식사1,1.660649819
20050608,저녁식사,21.87725632
20050608,점심식사2(양식),14.44043321
20050609,아침식사,40.2166065
20050609,점심식사,49.09747292
20050609,점심식사1,2.888086643
20050609,저녁식사,24.40433213
20050609,점심식사2(양식),11.55234657
20050610,아침식사,41.58844765
20050610,점심식사,38.70036101
20050610,저녁식사,15.7400722
20050610,점심식사2(양식),9.386281588
20050611,아침식사,34.15162455
20050611,점심식사,29.31407942
20050611,점심식사1,1.588447653
20050611,저녁식사,10.97472924
20050612,아침식사,33.86281588
20050612,점심식사,24.90974729
20050612,저녁식사,37.11191336
20050613,아침식사,43.24909747
20050613,점심식사,47.36462094
20050613,저녁식사,25.12635379
20050613,점심식사2(양식),10.83032491
20050614,아침식사,44.76534296
20050614,점심식사,48.0866426
20050614,저녁식사,22.45487365
20050614,점심식사2(양식),12.99638989
20050615,아침식사,42.52707581
20050615,점심식사,41.01083032
20050615,점심식사1,5.054151625
20050615,저녁식사,25.55956679
20050615,점심식사2(양식),14.44043321
20050616,아침식사,40.79422383
20050616,점심식사,45.34296029
20050616,점심식사1,13.28519856
20050616,저녁식사,23.03249097
20050616,점심식사2(양식),12.99638989
20050617,아침식사,39.63898917
20050617,점심식사,39.71119134
20050617,점심식사1,12.27436823
20050617,저녁식사,18.26714801
20050617,점심식사2(양식),14.44043321
20050618,아침식사,37.11191336
20050618,점심식사,25.48736462
20050618,저녁식사,14.80144404
20050619,아침식사,35.88447653
20050619,점심식사,27.58122744
20050619,저녁식사,31.55234657
20050620,아침식사,45.55956679
20050620,점심식사,43.6101083
20050620,점심식사1,2.74368231
20050620,저녁식사,26.06498195
20050620,점심식사2(양식),12.99638989
20050621,아침식사,47.00361011
20050621,점심식사,41.22743682
20050621,저녁식사,23.46570397
20050621,점심식사2(양식),12.99638989
20050622,아침식사,45.92057762
20050622,점심식사,41.87725632
20050622,저녁식사,24.11552347
20050622,점심식사2(양식),14.44043321
20050623,아침식사,41.58844765
